,Applicant_Id,Job_Roles,Percentage,text
103,153,Sub Editor,64.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation News Gathering;Critical Thinking"
104,156,Computer Network Architect,54.44,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Analytic Thinking"
105,158,Team Lead-Operations,76.95,"B.B.A Human Resources Performance Management,Customer Service,Payroll,Hris,Human Resources,Ensure Compliance,EEO,Company Policies,Personnel Files,Workers Compensation,Succession Planning, Safety Program,Osha,Workforce Management,Labor Relations Entrepreneurship;Human Resources Observation Skills;People Management"
106,159,Geotechnical Engnineer,71.0,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design News Gathering;Negotiation Skills"
107,161,Operations Analyst,69.0,"B.B.A Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Sales/Marketing Problem Solving skills;Active Listening"
108,163,Desktop Support Engineer,78.85,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Interpersonal Skills;Critical Thinking"
109,164,Qualitative Analyst,65.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;Active Listening"
110,165,Android Developer,84.55,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Problem Solving Skills;Accounting Skills"
111,167,PCB Designer,76.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Problem Solving Skills;Analytic Thinking"
112,170,System Administrator,76.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Problem Solving skills;Active Listening
113,171,Microsite Engineer,73.15,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Presentation Skills;Active Listening"
114,173,Business Analyst,73.15,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Building Rapport;People Management"
115,174,Benchmarking Engineer,83.6,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Presentation Skills;People Management"
116,175,Quality Engineer,71.82,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Building Rapport;Negotiation Skills"
117,177,Service advisor,68.4,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Logical Skills;Negotiation Skills"
118,179,System Engineer,61.75,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Gathering Informing"
119,182,Web Designer,76.89,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Leadership;Negotiation Skills"
120,183,Data Scientist,66.0,"B.SC Statistics Analytical research skills;Data Analysis;Machine Learning,Calculus;Spss;Hypothesis Data Science;Data Analysis;Research Logical Skills;Communication Skills"
121,184,Computer Operator,74.29,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Leadership;Accounting Skills"
122,185,Thermal Engineer,80.75,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Team work;Accounting Skills"
123,186,Pavement Engineer,76.0,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Observation Skills;Communication Skills"
124,188,Computer Application Tutor,80.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Work under Pressure;Critical Thinking"
125,189,Operations Engineer,67.45,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design News Gathering;Accounting Skills"
126,190,Bioinformatics Analyst,84.26,B.SC Microbiology Protein expression/purification;Molecular Biology;Biochemistry;Protein chemistry;Cell culture;Cell biology;Bioinformatics;Polymerase Chain Reaction (PCR);molecular cloning;microscopy;Chromatography;Enzyme Kinetics;Biophysics electron microscopy;Cryo-EM;X-ray crystallography;Static Light Scattering;Chromatrography Biotechnology Team work;Gathering Informing
127,191,Full Stack Developer,79.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Gathering Informing"
128,192,Computer Hardware Engineer,87.68,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Active Listening"
129,193, Legislative Assistant,72.0,B.A Political Science Leadership Skills;Mass Communication;Government Policies;Law and Order;Administrative Skills;Communication Skills Law;Content Writing Observation Skills;Active Listening
130,195,Field Engineer,65.55,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Problem Solving Skills;Gathering Informing"
131,196,Contractor,77.61,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Logical Skills;Communication Skills"
132,199,Test Analyst,80.75,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;Gathering Informing"
133,202,Sales Force Developer,68.4,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Problem Solving skills;Active Listening"
134,203,Assistant Engineer,66.5,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Wealth Management;Negotiation Skills"
135,206,Sales Force Developer,65.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Wealth Management;Accounting Skills
136,211,Content Writer,83.0,B.A English Written and oral communication skills;Public Speaking;Critical thinking;Behavior Assessment;Cognitive Skills;Teaching;Mass Communication Journalism News Gathering;Gathering Informing
137,212,Network Security Engineer,78.85,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Risk Managing;Analytic Thinking
138,214,Mechanical Design Engineer,60.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Problem Solving Skills;Accounting Skills"
139,215,Civil Engineer,85.0,"B.E Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing Wealth Management;Gathering Informing"
140,216,Associate Design Engineer,74.1,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Interpersonal Skills;Active Listening"
141,220,Web Developer,67.45,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Negotiation Skills"
142,221,System Engineer,62.0,B.C.A Network Systems Troubleshooting;Firewalls and Security;DNS;Virtualization and Automation; IoT;Python;Ruby;Perl;Linux Software;Web Designing;Animation News Gathering;Critical Thinking
143,222,Associate Consultant,76.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Negotiation Skills"
144,223,Senior Application Support Analyst,86.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Interpersonal Skills;Gathering Informing"
145,225,Communication Engineer,74.1,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Team work;Critical Thinking
146,226,Field Test Engineer,68.21,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Presentation Skills;Active Listening
147,227,Site Engineer,79.42,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Interpersonal Skills;People Management"
148,228,Mechanical Engineer,63.9,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;Communication Skills"
149,230,Microelectronics Engineer,80.75,"B.E Electronics and Communication Engineering C/C++,Java,MatLab,CAD,Control Sytems,Data structures,VLSI,PLC,Engineering Design,HDL,Digital signal processing,Networking Cyber Security;Information Technology;Blockchain Work under Pressure;Active Listening"
150,232,Test Engineer,65.0,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Work under Pressure;People Management"
151,234,CES-CAE- FEA Analyst,75.39,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Risk Managing;Negotiation Skills"
152,235,UX designer,72.2,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;People Management"
153,237,RF-Engineer,76.09,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Leadership;Negotiation Skills
154,239,Manufacturing Engineer,60.0,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Observation Skills;Negotiation Skills"
155,242,Product Engineer,77.61,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Leadership;Communication Skills"
156,244,Service Engineer,66.5,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Logical Skills;Critical Thinking"
157,245,Associate consultant,83.6,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;People Management"
158,250,Mechanical Design Engineer,59.09,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Team work;Communication Skills"
159,251,CES-CAE- FEA Analyst,75.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; News Gathering;Communication Skills"
160,252,"Business Analyst.
",65.0,"B.COM Computers E-Banking;E-Marketing;C/C++,Digital Marketing;Web Designing;RDMS;SEO;Tax Analysis;Web Technologies Information Technology Wealth Management;Gathering Informing"
161,253,Automobile Engineer-Patent Analyst,83.12,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Team work;Negotiation Skills"
